overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
23.59,4.73,37.24,18.1,22.79,34.1,12.14,91.09,5,8,26.51,0.0
68.04,35.68,77.74,25.54,56.89,60.18,63.99,87.54,1,4,45.91,42.78
78.73,98.59,76.32,82.98,63.59,88.98,13.84,82.48,1,2,87.17,76.17
75.85,63.86,74.95,73.61,57.82,54.89,45.95,94.37,2,1,63.49,57.81
27.84,23.74,37.89,42.7,5.49,30.55,38.49,94.61,3,5,26.21,8.15
85.27,87.73,79.56,71.64,89.21,45.37,67.84,82.18,2,0,77.48,71.99
28.59,38.69,16.88,26.63,69.31,13.4,7.39,52.11,1,4,32.04,20.6
77.43,36.67,61.7,55.32,44.27,80.95,38.7,73.62,3,1,51.51,41.0
40.65,84.04,74.17,17.55,6.45,64.27,4.68,34.7,1,1,54.76,48.86
70.73,49.8,68.76,58.99,59.49,89.31,32.88,86.67,2,4,63.34,41.79
67.42,59.39,73.26,62.88,29.84,31.99,49.83,70.65,2,3,52.99,42.01
70.13,37.06,84.25,51.0,72.46,3.41,10.41,50.06,2,3,44.99,36.78
72.58,80.41,63.88,67.03,38.03,9.93,42.57,47.25,2,2,55.96,48.49
75.62,50.9,39.63,33.33,54.67,7.19,50.29,92.83,1,4,37.57,44.1
75.4,88.02,79.2,85.83,71.67,57.51,13.42,82.15,0,1,78.39,77.99
31.13,1.98,11.06,7.72,4.48,23.96,39.39,50.76,2,7,15.75,0.0
99.88,76.78,72.39,77.31,47.62,53.17,34.06,97.42,1,3,72.77,69.06
89.2,76.31,81.84,69.53,55.06,64.06,50.62,81.1,2,4,78.03,66.22
65.43,61.96,35.65,51.66,55.13,8.62,52.21,73.26,2,2,43.63,37.28
10.21,36.06,25.57,43.59,27.51,26.33,42.04,46.93,3,4,29.42,7.6
57.49,62.09,74.0,47.04,58.27,41.65,8.3,92.76,1,3,58.84,49.09
17.07,48.84,31.93,14.39,56.38,43.99,47.48,83.5,2,4,40.83,20.0
69.73,99.43,97.07,98.0,38.43,25.58,76.63,77.24,1,3,80.54,74.92
62.3,39.84,66.44,55.92,61.04,39.41,20.6,67.29,3,4,55.93,32.97
72.42,30.75,59.53,41.5,59.5,79.79,44.66,57.0,2,6,50.6,38.44
84.11,68.98,72.57,94.68,42.96,77.08,31.67,91.59,2,3,73.09,61.42
69.18,68.42,68.97,62.01,38.9,26.02,65.94,84.39,1,4,56.93,51.67
96.31,75.5,80.43,93.31,52.82,27.62,56.84,99.99,1,4,72.62,71.61
33.3,39.89,40.91,54.18,56.76,5.01,38.98,77.49,3,2,41.46,25.94
62.9,52.77,72.67,33.45,71.29,70.03,31.36,83.88,2,2,59.97,50.03
35.88,2.83,19.68,47.21,19.42,53.98,4.69,91.53,3,8,21.25,0.0
10.61,8.11,10.39,34.94,62.34,4.77,42.62,85.98,2,6,16.49,0.0
31.17,20.54,39.87,16.11,61.01,49.05,17.33,71.99,3,5,34.36,8.19
69.09,59.61,38.94,72.62,52.4,80.47,45.89,68.68,1,5,62.6,51.65
98.92,80.75,82.14,68.47,39.71,55.88,29.3,90.6,1,3,63.46,72.94
92.63,65.42,74.41,78.9,61.19,89.32,71.71,93.79,1,2,72.11,67.93
55.59,61.09,67.43,51.15,33.97,82.95,7.9,98.94,2,2,58.1,48.77
13.77,4.14,19.58,33.54,0.65,38.64,48.78,87.92,2,5,20.65,1.69
81.9,39.55,33.78,34.95,33.44,7.14,8.86,40.72,3,5,31.33,22.82
72.42,42.14,73.16,27.45,80.4,12.49,56.85,65.63,3,2,47.95,37.18
85.28,76.62,91.57,93.39,60.54,72.0,77.91,92.23,0,1,73.48,85.59
93.83,86.35,87.16,59.96,35.08,74.97,46.1,98.29,1,0,72.34,71.87
90.2,72.44,73.91,56.41,69.51,69.51,19.59,94.81,1,2,64.33,66.49
98.68,93.62,67.74,78.11,49.68,3.05,27.4,78.19,1,0,63.52,69.41
57.21,56.43,52.97,73.22,29.06,52.74,13.56,78.14,2,3,55.91,45.84
93.33,72.76,82.77,93.1,57.21,52.91,10.16,76.4,0,1,68.6,77.97
48.21,43.47,56.22,46.94,72.89,28.06,65.82,74.9,1,5,45.85,35.41
72.79,38.7,47.67,51.58,74.73,50.82,34.28,98.67,3,3,50.58,35.08
53.73,58.36,72.81,48.61,25.39,5.09,44.28,88.73,1,2,45.43,46.89
81.11,83.87,98.8,81.65,46.46,79.06,24.78,98.98,0,3,79.29,76.58
95.2,90.25,76.7,77.05,70.2,89.64,66.31,85.71,1,0,79.41,82.82
70.85,56.92,51.35,62.13,30.63,88.07,66.39,95.81,1,3,57.52,50.71
73.05,43.64,72.8,52.05,75.59,44.38,42.59,97.44,3,2,63.05,50.3
65.48,36.6,36.18,69.77,66.73,10.2,5.22,70.66,3,3,40.98,29.78
24.01,16.11,23.4,54.43,38.84,41.02,40.48,53.9,3,5,36.18,7.38
74.88,66.2,61.39,37.86,36.23,33.68,17.86,93.3,2,2,54.57,49.9
16.87,7.28,21.07,10.25,5.52,23.46,43.78,47.83,4,7,15.02,0.0
69.52,82.89,98.89,73.36,60.98,93.3,66.22,94.25,1,2,87.62,71.31
27.08,47.66,54.34,32.29,15.54,58.12,16.11,73.86,1,3,38.15,35.18
46.16,5.48,13.57,21.55,58.57,37.01,6.85,57.82,2,5,21.46,7.38
40.82,43.27,8.67,33.14,54.67,38.68,6.54,49.95,4,1,32.33,19.08
51.26,34.73,5.08,4.27,57.11,27.05,46.21,50.91,1,5,16.78,15.92
80.22,87.62,97.16,65.76,68.02,13.63,63.52,78.19,1,1,72.83,73.3
65.81,65.98,59.95,33.72,80.45,15.0,39.57,97.2,1,4,59.98,44.7
69.12,57.46,46.44,45.55,66.47,70.66,25.87,68.67,4,3,55.87,33.61
59.88,77.81,37.04,46.38,40.45,61.5,46.39,35.56,1,2,61.52,46.52
71.89,64.19,48.1,64.76,57.31,46.84,59.83,34.23,1,0,57.81,53.76
57.44,37.44,36.71,61.25,43.65,1.91,5.7,71.85,2,6,40.32,25.46
48.72,65.18,76.69,31.53,34.16,56.58,10.64,69.41,2,3,56.84,46.78
69.38,61.4,60.8,59.31,63.79,78.68,39.81,79.04,2,3,62.54,51.06
69.39,61.99,38.68,47.33,73.71,89.71,32.68,68.01,2,0,54.76,50.74
58.11,36.22,57.31,48.78,45.75,59.28,28.77,85.01,2,6,48.77,35.72
59.5,69.43,60.45,71.69,53.24,43.11,3.0,71.91,0,1,53.6,60.23
83.2,87.62,76.84,89.94,43.03,8.67,79.46,98.04,1,2,68.55,72.66
71.68,69.59,92.33,82.09,51.49,15.4,10.49,93.53,1,3,64.19,63.73
59.46,38.77,55.96,67.34,28.11,42.94,61.13,92.65,4,4,52.99,28.57
71.98,81.07,87.02,92.22,60.37,92.22,50.65,90.11,1,3,85.42,74.28
83.49,77.47,80.36,65.0,42.74,30.45,73.86,95.13,2,0,73.44,66.3
30.42,42.64,5.95,53.35,53.7,54.89,47.01,68.52,2,2,44.89,26.85
69.17,45.62,44.91,54.31,50.31,14.49,53.3,83.63,2,5,54.42,32.34
17.44,40.62,43.35,44.82,40.72,26.39,38.55,69.0,2,5,45.1,19.52
54.32,42.09,82.55,25.73,0.83,67.99,57.27,50.24,2,3,49.39,34.52
95.78,86.61,66.13,59.88,37.5,90.11,36.25,92.89,0,2,66.06,75.12
71.03,62.07,57.38,72.41,54.74,80.31,2.53,88.01,1,3,68.99,57.66
24.07,46.86,13.79,4.09,54.03,30.35,17.79,61.05,4,3,26.3,1.29
51.99,53.51,37.67,25.03,52.18,67.14,30.59,83.13,2,3,48.96,36.24
18.92,22.89,45.71,51.8,38.01,36.97,38.23,94.58,3,6,30.91,8.62
78.35,84.36,90.6,90.13,43.57,20.59,63.25,77.9,2,2,68.35,68.66
92.88,87.61,82.75,94.26,46.12,76.07,15.96,99.76,0,0,80.92,84.7
74.2,67.13,65.28,87.37,59.94,4.33,79.81,91.64,1,1,66.79,67.16
34.78,48.94,39.97,54.37,38.55,50.88,36.89,82.74,2,4,41.0,29.1
68.96,33.6,47.71,25.8,62.24,73.42,9.86,40.41,3,5,47.71,17.23
90.12,69.81,94.4,88.97,51.77,47.38,67.93,98.37,0,3,76.89,75.85
16.42,36.99,39.82,40.83,24.14,55.49,41.33,62.36,1,4,36.19,22.52
15.71,40.53,27.0,2.34,68.08,58.36,10.74,91.18,3,3,37.8,9.13
48.38,10.75,25.35,8.51,33.46,48.19,0.93,77.15,3,8,23.51,1.33
83.87,83.66,74.33,98.27,48.95,25.67,68.93,98.07,1,2,71.07,69.9
67.52,51.87,58.11,62.99,39.77,17.64,56.39,66.3,2,4,48.22,36.45
58.67,57.75,43.34,66.31,83.85,48.66,26.2,92.71,1,4,62.06,45.33
85.48,85.56,85.9,62.4,74.66,23.02,80.59,80.7,0,0,69.92,79.58
81.7,71.28,80.01,61.14,53.59,18.9,69.37,93.23,0,3,62.63,62.6
58.2,76.77,69.07,28.91,34.54,2.39,9.68,83.53,0,4,52.99,50.89
99.03,78.33,76.78,76.37,63.48,39.9,41.34,83.49,2,2,73.15,70.54
49.52,23.65,48.5,24.42,33.43,47.47,10.8,55.87,3,7,38.88,12.81
45.88,37.61,74.54,72.84,63.47,16.65,25.77,75.69,3,3,52.17,29.79
28.02,20.87,26.9,32.55,62.59,34.33,46.51,64.68,2,4,32.92,9.81
78.7,73.77,91.06,96.97,79.92,30.4,38.74,81.18,0,3,71.61,72.03
42.51,16.97,16.27,20.98,12.71,55.98,23.75,89.29,3,5,30.05,7.82
90.06,90.82,90.25,76.16,81.38,57.56,84.46,95.39,0,5,82.3,81.21
55.93,39.66,43.57,65.17,64.14,84.86,57.47,79.08,2,5,54.31,33.9
40.27,75.37,25.05,70.37,46.81,13.33,49.04,44.08,1,2,50.45,48.21
11.69,15.91,37.03,12.68,31.53,69.9,41.34,72.9,4,5,39.78,0.0
51.3,38.58,47.57,55.53,72.66,82.12,29.61,79.78,2,6,58.86,27.48
92.21,76.12,83.8,94.27,86.49,22.82,77.46,81.3,0,3,76.34,80.65
45.33,14.94,46.92,17.8,16.36,0.11,11.79,50.92,3,5,16.37,7.12
21.99,15.43,35.22,51.64,69.41,26.79,47.32,75.62,3,5,34.96,6.08
15.79,8.83,32.2,52.66,39.7,54.94,9.39,90.71,4,6,25.76,0.0
38.51,10.59,0.47,4.09,0.03,67.9,31.08,51.92,2,8,16.42,0.15
84.71,69.25,92.85,73.56,73.27,2.88,66.12,80.74,0,3,65.99,70.7
42.73,19.31,13.44,18.95,20.76,47.48,2.23,47.07,3,5,25.54,6.84
97.58,91.51,79.1,93.65,69.0,54.17,26.61,91.58,0,2,76.55,86.46
50.13,44.55,69.97,37.79,30.73,29.76,65.46,89.28,3,6,48.86,24.05
46.3,31.2,14.57,2.26,7.37,38.43,48.59,82.97,2,4,26.68,11.75
83.98,79.15,70.79,65.01,50.68,16.5,18.47,97.91,2,0,60.54,66.69
48.08,26.3,34.9,19.85,30.24,56.31,2.5,46.83,3,3,37.83,15.66
72.28,72.65,44.55,41.88,75.22,8.07,8.18,81.79,1,2,54.87,53.99
49.22,32.19,43.36,25.49,15.96,62.44,34.22,59.48,0,3,39.39,34.7
88.0,99.96,95.32,94.4,72.42,43.81,57.56,83.03,0,1,88.65,87.37
55.9,44.66,53.86,30.89,79.09,6.27,58.62,73.44,0,5,48.77,44.61
16.37,27.45,18.69,48.72,61.06,23.55,33.58,61.91,4,6,34.69,0.32
93.52,89.13,74.84,73.98,38.8,56.77,75.47,77.95,0,1,76.13,78.79
27.23,42.23,23.59,33.84,27.85,19.2,23.57,81.02,1,5,32.46,22.03
94.53,74.66,95.62,79.87,43.36,70.23,13.36,93.01,0,0,72.84,84.93
66.97,62.26,52.22,62.91,71.28,62.67,19.05,81.43,2,1,65.03,43.83
91.95,95.46,70.83,56.8,40.8,57.59,35.84,79.88,0,0,62.57,79.55
63.4,75.22,47.12,65.41,67.19,54.91,25.86,35.42,3,2,56.55,45.92
96.18,87.75,94.53,75.0,47.32,27.58,72.65,78.05,0,4,67.58,78.02
49.24,71.96,39.2,37.52,25.89,89.36,44.9,87.53,1,6,58.41,43.58
11.52,6.63,30.09,4.96,19.77,30.28,7.86,80.21,2,6,24.91,0.0
74.68,52.03,62.62,66.7,62.27,20.35,8.54,85.68,2,3,57.47,46.92
35.39,49.41,42.05,23.66,47.33,46.2,16.87,71.68,1,5,36.05,29.3
30.51,40.49,40.68,42.03,30.05,72.09,20.26,84.66,3,6,44.82,12.01
80.24,70.6,99.55,83.94,44.54,72.64,51.16,93.06,0,4,79.97,72.3
41.66,0.76,44.28,24.15,48.56,20.41,38.48,94.11,4,5,18.99,1.74
69.14,47.23,37.06,68.7,60.34,68.26,42.23,83.08,2,3,57.38,42.58
53.5,83.52,69.09,41.52,32.19,10.36,36.91,26.94,1,3,50.37,46.05
57.39,40.9,50.16,63.95,62.27,39.37,57.44,65.15,1,3,45.99,43.22
10.82,26.31,45.58,29.98,25.2,35.3,4.03,69.82,2,4,31.85,14.61
97.51,84.47,87.64,90.07,69.46,39.24,53.34,81.31,0,3,74.97,81.43
88.47,68.16,80.19,93.97,77.23,66.83,40.0,86.17,1,5,78.33,66.8
68.4,73.86,65.13,73.78,61.2,41.52,16.95,88.09,2,2,66.32,55.4
78.81,80.84,78.52,91.82,81.69,38.27,38.06,98.92,1,0,76.11,74.46
73.09,93.22,75.74,85.41,64.71,78.47,63.82,76.59,0,1,86.28,76.78
71.68,53.7,37.39,68.53,56.6,72.76,27.45,85.6,1,4,55.05,50.3
54.96,50.23,53.58,53.81,65.97,60.81,29.66,81.87,2,4,54.86,35.69
42.32,69.21,66.02,54.3,49.71,1.78,44.53,43.49,1,2,56.08,45.77
58.0,43.14,62.18,62.04,80.28,50.59,19.29,67.48,2,7,52.8,39.39
67.02,59.71,63.02,48.16,41.02,43.45,26.71,89.83,2,1,46.62,50.23
97.95,73.55,91.29,59.93,81.86,17.15,33.51,99.14,0,2,67.23,76.32
84.86,81.97,97.27,89.38,85.86,48.62,37.97,89.15,0,3,76.42,78.8
59.73,44.69,59.2,42.92,77.53,47.55,28.82,91.24,2,5,50.16,30.97
44.31,48.93,25.15,36.75,20.52,6.56,12.65,45.72,2,6,33.87,25.91
89.56,71.56,65.21,98.66,36.48,32.47,54.19,84.26,1,0,62.54,71.18
40.08,53.19,35.54,12.39,73.43,58.72,12.97,39.89,0,4,48.73,34.6
79.19,97.61,95.96,68.19,61.57,83.95,57.0,90.93,0,0,84.15,83.72
69.05,56.16,48.47,58.32,52.01,86.65,24.65,90.11,1,4,54.26,51.1
40.85,2.53,27.48,52.88,19.92,67.82,7.55,45.33,4,4,28.08,0.0
38.28,33.95,41.09,36.84,58.4,41.86,17.53,68.34,3,2,35.8,21.49
94.58,91.48,76.81,97.53,87.21,81.39,2.5,84.28,0,4,83.82,81.15
49.83,27.58,49.72,44.82,23.65,61.03,5.87,52.94,1,3,43.82,34.62
52.82,38.35,57.47,34.98,28.89,73.18,23.0,85.28,2,4,46.71,35.37
55.26,39.7,39.97,49.78,33.33,20.11,11.54,93.09,1,3,44.92,38.3
57.62,58.0,50.42,31.83,79.82,65.92,4.64,96.7,1,5,55.64,44.5
93.18,87.51,83.14,71.45,40.11,67.51,33.56,88.37,2,1,76.41,71.4
56.12,49.72,37.94,59.34,27.7,0.13,2.17,72.12,1,5,41.71,34.27
64.7,71.33,70.22,66.18,75.65,79.18,38.87,85.83,0,3,65.5,66.63
46.71,52.44,41.91,42.81,57.7,45.46,34.33,65.64,1,3,46.61,39.96
97.34,87.07,72.62,72.73,40.33,2.1,77.85,91.88,1,4,67.62,69.19
74.06,78.85,76.94,78.65,49.66,75.76,0.64,94.79,1,2,76.98,63.2
46.89,1.72,14.42,6.54,6.86,70.92,40.28,63.24,3,6,21.23,0.44
40.35,8.01,26.93,8.82,42.18,48.57,13.83,84.04,5,7,25.07,0.0
51.74,67.08,62.6,39.05,83.03,72.93,8.88,70.69,2,2,66.17,45.82
82.19,72.77,82.17,66.12,80.75,68.5,77.06,79.95,1,1,62.96,77.6
46.15,20.35,32.23,24.78,31.52,9.58,42.11,64.53,4,7,25.34,0.0
61.36,46.19,36.76,56.49,71.79,84.75,24.85,78.97,2,7,48.43,35.03
51.92,59.65,51.0,42.39,29.94,6.58,26.52,97.42,3,3,43.67,31.42
46.96,51.98,40.64,67.68,75.42,25.87,42.83,77.73,2,3,52.05,38.57
84.4,65.84,68.16,58.65,38.15,31.71,30.4,92.45,0,3,59.35,63.63
79.61,70.88,98.57,71.02,40.4,69.05,60.5,81.03,2,3,72.91,60.11
41.58,34.63,37.77,28.7,24.56,54.04,5.82,52.05,2,5,33.92,21.81
80.26,91.61,88.02,74.58,47.34,89.91,34.67,96.95,1,3,81.62,76.08
76.77,74.44,78.63,73.48,69.87,28.53,23.19,84.02,1,2,73.76,69.11
70.13,56.97,62.83,71.0,26.79,31.46,64.88,94.31,0,4,61.07,53.59
22.0,6.61,42.94,31.69,67.44,30.49,17.45,59.54,6,7,33.12,0.0
94.09,73.25,81.06,85.27,43.21,50.47,72.01,89.6,1,1,73.53,68.04
65.19,57.65,48.04,46.77,74.76,27.04,62.27,99.7,1,0,57.71,52.56
11.64,11.78,14.31,16.35,64.35,13.15,8.68,79.58,3,5,22.86,0.0
40.38,44.83,35.06,51.77,27.29,54.94,36.28,58.43,3,3,36.76,16.82
23.23,48.22,1.32,34.06,7.86,53.9,18.18,88.53,4,7,36.11,1.27
56.33,44.04,37.72,50.87,57.4,39.96,66.54,65.48,3,6,47.9,26.31
95.61,91.06,94.15,65.61,65.49,39.52,54.37,93.82,0,0,78.43,84.87
70.32,77.45,88.63,90.69,54.02,7.96,64.55,84.78,1,4,64.57,69.24
46.9,31.33,30.22,60.3,40.32,46.55,58.06,43.68,3,6,37.6,19.11
30.04,15.71,31.66,6.98,21.53,37.81,12.71,46.96,2,5,22.46,2.19
72.93,95.67,69.56,96.29,71.96,50.18,23.66,83.99,0,2,78.16,79.31
12.29,37.13,39.77,0.72,62.46,9.91,48.04,48.54,4,3,32.29,6.12
94.45,66.32,87.14,81.2,63.12,35.64,25.46,98.92,1,3,73.46,70.61
56.32,79.41,22.8,17.01,36.78,36.32,26.29,44.88,1,0,38.21,44.01
37.24,41.49,17.01,0.35,66.08,3.32,34.0,61.09,1,2,30.23,24.79
10.85,13.74,29.59,24.08,43.42,28.6,19.53,62.43,3,6,27.84,2.11
68.95,51.7,61.52,70.18,75.77,46.38,50.17,78.74,2,4,58.22,45.75
91.32,68.55,65.3,85.41,62.54,90.44,21.04,78.08,1,1,62.89,70.6
97.46,83.93,89.37,60.89,39.92,33.6,44.24,89.39,1,1,62.54,72.56
79.5,75.64,79.76,83.07,68.17,66.34,13.32,76.15,1,1,70.47,65.96
16.87,45.12,17.68,54.05,19.98,54.42,18.83,86.83,3,6,40.94,9.27
76.32,99.7,97.39,61.23,46.22,10.15,17.11,82.26,0,0,71.0,76.31
60.06,57.76,43.84,61.58,59.8,10.1,62.72,75.58,2,1,46.66,45.29
78.22,80.18,88.98,71.46,65.76,0.55,32.72,98.62,1,1,68.48,76.23
46.97,35.53,25.11,4.02,8.35,0.02,17.96,46.17,1,7,27.67,16.45
84.61,99.29,80.56,94.35,55.98,59.19,40.96,92.22,0,2,81.91,83.43
11.03,0.01,48.56,40.11,67.07,21.94,39.4,85.08,3,7,30.71,1.83
56.01,43.97,73.06,32.1,50.33,56.05,68.03,88.48,1,2,56.77,46.8
25.82,4.92,47.85,0.99,0.21,35.61,3.46,53.86,6,6,18.35,0.0
94.75,81.49,68.44,68.53,62.61,1.3,21.46,83.4,2,2,58.12,65.7
52.89,52.32,61.82,57.83,26.84,48.16,57.16,72.22,1,2,47.28,49.27
65.66,58.68,38.97,48.77,9.84,33.3,17.07,49.8,1,5,49.19,38.47
46.22,37.02,14.72,48.28,41.97,55.55,10.26,52.87,2,4,39.75,21.51
70.56,76.39,70.87,73.3,74.47,94.37,17.18,81.65,1,3,77.41,66.62
11.4,48.99,53.03,1.23,34.97,30.11,12.71,93.89,1,4,38.83,26.85
36.12,32.58,3.65,39.31,28.63,35.53,29.25,93.77,4,6,34.12,5.28
66.81,65.28,61.14,40.02,38.26,8.11,49.2,98.98,1,3,54.95,51.92
74.66,97.65,65.55,79.35,55.74,62.64,18.74,99.03,1,2,66.94,73.11
33.23,6.93,38.75,31.87,39.6,55.36,32.67,63.31,3,6,32.62,3.23
93.05,72.32,70.77,93.21,73.62,72.78,29.78,90.44,0,3,77.37,73.96
48.23,54.48,54.75,72.4,22.61,41.71,57.49,32.45,4,3,51.21,25.3
51.81,69.33,54.93,45.25,66.54,85.25,21.11,67.34,0,4,69.27,47.36
84.85,88.39,76.63,58.71,52.71,65.6,83.16,79.75,1,0,78.22,67.36
47.03,46.43,69.52,52.64,44.74,52.5,18.8,73.44,3,3,51.68,31.75
43.5,36.11,42.99,13.93,5.62,0.88,8.77,48.69,1,4,28.77,23.59
99.87,85.89,88.1,78.22,88.12,13.71,5.73,95.4,0,3,72.35,78.95
32.99,27.99,8.65,16.21,49.7,1.75,29.76,70.85,3,5,26.81,5.03
98.79,69.56,92.91,55.63,55.04,48.94,2.53,93.35,1,3,68.15,63.77
56.09,36.94,74.26,54.6,62.89,39.65,26.09,66.63,2,5,58.33,37.26
60.32,53.12,68.72,54.98,25.08,68.57,33.78,83.09,2,4,56.89,43.39
54.36,35.06,56.2,40.56,51.05,1.06,28.12,81.46,4,3,33.69,22.49
73.27,61.9,77.29,60.67,68.45,6.85,19.27,85.43,1,3,65.99,53.38
73.61,71.04,70.14,56.02,84.59,32.21,8.14,69.64,1,4,65.28,51.75
68.59,41.59,57.36,34.26,53.12,38.74,42.32,82.83,3,4,42.93,29.51
74.34,72.77,96.1,96.62,47.68,72.08,71.04,84.44,0,3,83.06,81.28
52.49,77.69,46.88,46.92,40.85,44.65,7.73,93.32,1,3,49.3,44.56
47.91,42.08,24.5,45.87,37.0,47.86,33.73,64.98,1,3,38.95,30.28
64.32,71.02,36.0,37.02,58.67,9.55,14.39,91.22,1,4,45.8,53.12
76.84,58.47,48.43,45.57,59.13,55.75,18.75,71.91,0,3,58.11,51.65
30.33,28.34,34.95,13.0,65.39,25.9,30.23,73.05,1,6,32.92,18.43
95.59,74.0,86.41,75.86,86.38,74.3,28.47,95.34,1,6,76.56,66.14
44.86,27.81,51.06,7.96,24.9,58.72,15.4,67.15,2,5,30.79,20.31
55.0,40.88,70.89,39.13,73.13,87.61,23.24,98.96,1,4,62.44,42.63
76.23,74.19,98.0,66.04,63.03,33.24,30.71,85.21,2,5,71.49,60.55
56.75,67.45,56.65,50.46,37.59,2.78,56.65,94.94,2,5,56.27,40.24
99.32,67.17,99.08,58.1,52.46,23.82,22.07,99.87,2,1,57.87,69.79
68.77,81.21,97.14,55.76,74.88,24.74,18.62,92.59,0,4,71.42,68.03
35.18,21.13,11.75,41.91,4.96,48.2,34.42,56.16,1,5,18.1,14.82
47.22,49.83,62.02,41.66,71.08,17.09,10.01,73.09,2,6,48.48,33.01
76.77,48.96,68.93,69.38,23.5,26.3,32.75,40.11,2,3,55.27,52.06
12.24,17.11,0.89,45.15,8.2,5.79,39.33,49.48,4,5,15.42,0.0
75.31,97.62,94.02,67.86,46.34,14.9,18.8,80.13,0,1,71.16,75.72
27.88,3.86,43.95,14.1,61.46,56.42,49.09,86.59,5,5,34.94,0.0
52.84,63.51,49.71,27.76,83.07,75.95,21.26,69.54,0,4,49.21,48.95
77.11,67.16,76.19,81.89,43.57,90.54,61.41,80.1,1,3,72.18,65.01
74.89,70.24,71.09,84.48,89.79,61.86,83.7,89.43,1,5,76.64,56.09
65.56,80.74,28.64,59.94,17.61,27.47,53.94,40.22,1,2,41.57,50.11
97.4,84.68,81.81,57.94,36.38,90.57,40.28,94.66,2,1,69.09,70.19
55.85,58.68,36.72,43.94,58.38,0.43,44.66,66.78,1,4,39.96,38.04
55.15,53.26,38.74,60.36,26.48,37.21,35.43,87.75,1,2,41.74,46.2
20.69,42.36,3.03,14.98,7.57,33.53,31.85,71.55,3,2,32.72,10.5
31.12,22.1,29.1,30.14,21.74,64.07,10.38,46.64,4,3,29.7,3.79
52.43,49.35,58.42,37.98,41.65,77.33,14.25,30.5,3,4,53.63,32.01
51.46,12.32,11.49,16.86,55.1,13.99,9.81,65.59,4,5,20.95,0.97
47.92,44.52,48.29,53.96,58.29,57.88,57.32,71.55,1,5,49.73,42.93
70.89,74.93,73.51,95.51,84.16,54.9,62.48,99.99,2,2,75.4,62.26
12.71,35.65,13.86,14.02,38.31,52.22,7.96,60.73,2,5,39.24,12.07
47.65,76.04,74.02,34.5,64.79,71.38,8.54,85.21,0,2,67.46,59.92
80.93,34.36,48.01,50.35,66.99,12.76,20.04,54.52,3,7,42.18,29.9
98.35,84.75,96.65,60.31,70.28,79.81,66.88,75.25,0,4,77.93,76.35
64.8,31.14,35.86,34.63,9.4,67.84,11.67,29.79,3,4,35.75,20.09
85.79,81.81,88.39,64.86,54.61,62.67,3.03,77.89,1,7,69.56,67.0
62.61,45.96,35.33,62.54,68.43,87.53,1.48,69.8,0,5,57.73,44.34
94.8,95.69,87.29,72.35,77.28,60.0,67.32,87.77,1,0,90.94,81.03
79.5,48.7,65.46,28.86,48.7,14.74,25.29,59.05,2,5,44.57,37.61
70.19,96.73,82.2,59.02,74.42,7.05,33.67,80.76,1,0,65.8,76.93
48.53,40.36,52.61,51.1,58.28,21.95,8.72,81.35,2,3,45.11,29.2
37.95,2.33,25.33,1.86,6.47,40.58,2.37,90.66,4,7,17.2,0.0
63.44,62.88,58.22,53.16,69.67,72.58,21.43,97.27,3,3,58.77,41.85
72.84,59.13,76.61,29.2,61.84,8.64,32.12,78.4,2,5,42.93,39.02
52.99,64.09,57.26,66.35,83.88,34.03,63.84,92.2,1,2,58.8,58.13
47.21,38.06,45.35,17.65,68.12,49.62,38.68,87.94,1,5,46.96,32.47
30.26,12.56,28.88,21.85,61.99,42.54,19.6,69.92,4,4,32.1,1.96
55.24,66.66,46.54,49.63,51.46,42.02,39.67,88.92,1,3,56.45,46.89
70.35,97.68,70.18,99.07,80.55,11.47,8.71,99.43,0,1,71.73,74.22
37.59,2.33,32.74,36.36,14.06,57.16,31.34,45.48,3,4,28.56,9.82
55.16,47.81,69.11,57.3,32.98,63.73,50.64,83.0,0,3,51.97,54.1
86.11,96.53,92.89,85.26,71.4,69.38,42.01,85.04,1,0,80.91,77.15
76.58,92.55,73.95,74.16,43.87,16.14,64.29,76.67,1,5,75.79,58.53
18.24,18.47,22.04,12.69,16.38,45.59,5.42,51.46,2,5,18.23,2.64
45.7,26.21,46.25,21.98,5.52,28.32,22.32,88.28,2,5,29.09,18.93
23.72,47.57,10.43,39.82,38.5,73.4,49.7,84.68,1,3,38.07,28.49
43.57,15.65,10.73,17.74,48.72,36.08,2.19,82.12,4,4,27.98,2.23
91.93,94.73,89.43,97.8,49.16,15.27,5.72,93.04,0,0,82.72,84.77
69.25,54.08,58.17,63.68,39.29,79.61,50.14,91.13,3,0,60.72,46.4
99.97,98.64,66.02,87.63,49.34,32.39,20.43,95.76,0,1,74.43,89.2
47.89,70.69,75.16,45.14,76.43,60.87,41.42,93.67,0,2,63.96,64.89
75.78,81.8,78.49,65.78,45.55,81.79,50.22,84.43,1,3,68.32,63.45
62.85,65.87,35.37,50.68,42.5,48.06,7.69,93.61,1,4,49.45,44.85
61.56,36.7,45.74,28.86,68.94,63.52,6.25,68.82,2,5,44.54,28.6
98.33,65.81,94.72,71.24,43.25,35.86,82.69,88.22,0,1,67.21,75.46
94.44,70.36,71.26,97.49,68.64,27.11,49.85,81.08,2,3,57.9,63.95
